estacao=Bauru (automatica) (9000392)
municipio=Bauru (3506003)
latitude=-22,3166
longitude=-49,0666
altitude=517,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
11/08/2022;7,3;não;13,95;não;20,6;não;0,0;não;1;1;50,0;não;100,0;não;1,79;12,41;1,3;147,0;23:00:00;7,3;10,4;945,9;949,5;0,59;32,73
10/08/2022;11,3;não;14,8;não;18,3;não;12,0;não;0;0;47,0;não;100,0;não;1,0;10,8;1,9;255,0;23:00:00;5,6;18,3;941,4;947,1;1,0;33,32
09/08/2022;16,8;não;18,6;não;20,4;não;5,0;não;0;52;84,0;não;100,0;não;1,05;3,91;1,5;344,0;23:00:00;16,8;18,8;943,7;947,0;1,05;22,32
08/08/2022;15,4;não;18,95;não;22,5;não;4,8;não;0;51;67,0;não;100,0;não;1,59;5,7;0,0;36,0;23:00:00;12,7;18,3;942,6;946,7;1,59;18,37
07/08/2022;15,5;não;18,75;não;22,0;não;0,0;não;25;50;63,0;não;91,0;não;1,46;5,64;1,2;108,0;23:00:00;13,5;15,1;940,2;944,6;0,22;15,16
06/08/2022;14,9;não;20,95;não;27,0;não;0,0;não;24;49;44,0;não;85,0;não;2,94;9,51;1,8;155,0;23:00:00;11,7;15,3;940,6;945,3;0,46;15,38
05/08/2022;17,7;não;24,25;não;30,8;não;0,0;não;23;48;32,0;não;65,0;não;4,67;9,87;1,4;199,0;23:00:00;9,9;15,1;940,0;953,7;0,76;15,84
04/08/2022;16,7;não;23,9;não;31,1;não;0,0;não;22;47;26,0;não;73,0;não;4,87;8,93;0,9;343,0;23:00:00;8,3;12,0;937,9;944,4;0,83;16,6
03/08/2022;16,5;não;23,75;não;31,0;não;0,0;não;21;46;24,0;não;66,0;não;4,86;9,85;1,3;89,0;23:00:00;7,5;11,8;942,2;946,1;0,87;17,43
02/08/2022;15,7;não;22,8;não;29,9;não;0,0;não;20;45;23,0;não;74,0;não;4,6;9,68;0,8;144,0;23:00:00;6,3;12,3;941,2;946,7;0,86;18,3
01/08/2022;14,7;não;22,35;não;30,0;não;0,0;não;19;44;24,0;não;69,0;não;4,74;7,37;0,0;180,0;23:00:00;6,5;12,3;943,1;946,6;0,93;19,16
31/07/2022;9,2;não;17,9;não;26,6;não;0,0;não;18;43;33,0;não;97,0;não;3,45;9,41;0,6;78,0;23:00:00;6,8;12,2;944,3;947,7;0,7;20,09
30/07/2022;8,5;não;16,15;não;23,8;não;0,0;não;17;42;29,0;não;85,0;não;2,55;9,6;1,1;111,0;23:00:00;4,0;13,8;941,9;946,2;0,54;20,79
29/07/2022;15,4;não;19,85;não;24,3;não;0,0;não;16;41;43,0;não;75,0;não;2,01;6,7;1,8;204,0;23:00:00;9,6;14,4;939,7;943,2;0,43;21,33
28/07/2022;15,9;não;22,5;não;29,1;não;0,0;não;15;40;28,0;não;74,0;não;3,53;8,53;1,0;290,0;23:00:00;8,6;12,9;939,7;944,9;0,79;21,76
27/07/2022;14,1;não;21,15;não;28,2;não;0,0;não;14;39;32,0;não;96,0;não;3,41;8,76;0,0;167,0;23:00:00;8,9;14,7;943,9;948,2;0,78;22,55
26/07/2022;15,0;não;21,95;não;28,9;não;0,0;não;13;38;30,0;não;78,0;não;3,56;8,69;1,2;188,0;23:00:00;9,0;13,4;945,6;949,2;0,84;23,33
25/07/2022;15,5;não;22,2;não;28,9;não;0,0;não;12;37;29,0;não;73,0;não;3,49;8,62;0,1;181,0;23:00:00;8,9;13,3;945,2;949,2;0,86;24,17
24/07/2022;14,7;não;22,0;não;29,3;não;0,0;não;11;36;27,0;não;70,0;não;3,75;9,21;0,6;144,0;23:00:00;8,1;12,3;944,8;948,3;0,96;25,03
23/07/2022;16,1;não;22,75;não;29,4;não;0,0;não;10;35;26,0;não;66,0;não;3,6;8,81;0,8;98,0;23:00:00;6,1;12,3;943,9;949,7;0,95;25,99
22/07/2022;14,7;não;21,6;não;28,5;não;0,0;não;9;34;24,0;não;86,0;não;3,43;9,15;0,5;90,0;23:00:00;5,9;14,0;943,8;949,3;0,94;26,94
21/07/2022;14,5;não;21,3;não;28,1;não;0,0;não;8;33;34,0;não;98,0;não;3,3;8,45;1,0;186,0;23:00:00;10,0;15,3;943,8;948,1;0,94;27,88
20/07/2022;15,7;não;21,5;não;27,3;não;0,0;não;7;32;41,0;não;94,0;não;2,87;8,65;0,9;153,0;23:00:00;12,3;15,4;945,1;949,4;0,84;28,82
19/07/2022;16,3;não;22,35;não;28,4;não;0,0;não;6;31;35,0;não;90,0;não;3,18;7,42;0,5;156,0;23:00:00;11,2;16,3;947,0;951,1;0,95;29,66
18/07/2022;16,0;não;22,3;não;28,6;não;0,0;não;5;30;40,0;não;91,0;não;3,28;7,4;1,2;177,0;23:00:00;13,2;17,2;946,5;950,2;1,03;30,61
17/07/2022;16,9;não;23,5;não;30,1;não;0,0;não;4;29;33,0;não;78,0;não;3,74;8,49;0,1;170,0;23:00:00;11,5;16,0;942,3;947,4;1,2;31,64
16/07/2022;15,9;não;22,45;não;29,0;não;0,0;não;3;28;34,0;não;73,0;não;3,44;8,25;1,1;323,0;23:00:00;9,6;13,6;940,6;944,6;1,15;32,84
15/07/2022;16,2;não;22,75;não;29,3;não;0,0;não;2;27;31,0;não;73,0;não;3,51;8,07;0,8;55,0;23:00:00;9,4;13,0;941,0;945,7;1,21;33,99
14/07/2022;14,5;não;20,95;não;27,4;não;0,0;não;1;26;32,0;não;96,0;não;3,02;7,94;1,2;55,0;23:00:00;8,9;15,0;943,1;947,7;1,08;35,2
13/07/2022;16,4;não;19,95;não;23,5;não;1,0;não;0;25;61,0;não;99,0;não;1,68;6,64;2,0;108,0;23:00:00;13,3;17,3;944,1;948,4;1,25;36,28
12/07/2022;15,7;não;21,4;não;27,1;não;0,0;não;22;24;41,0;não;74,0;não;2,77;6,19;0,8;317,0;23:00:00;10,4;15,0;941,8;945,3;1,03;36,53
11/07/2022;15,4;não;21,4;não;27,4;não;0,0;não;21;23;34,0;não;73,0;não;2,91;7,5;0,6;38,0;23:00:00;9,3;12,4;940,7;945,7;1,11;37,56
10/07/2022;13,8;não;20,35;não;26,9;não;0,0;não;20;22;32,0;não;93,0;não;2,91;7,19;1,3;52,0;23:00:00;8,5;13,3;944,2;948,9;1,14;38,67
09/07/2022;15,2;não;20,85;não;26,5;não;0,0;não;19;21;31,0;não;83,0;não;2,63;7,12;0,5;91,0;23:00:00;7,7;13,2;946,3;951,2;1,06;39,81
08/07/2022;14,7;não;21,25;não;27,8;não;0,0;não;18;20;28,0;não;73,0;não;3,12;7,32;1,3;90,0;23:00:00;7,5;13,8;947,3;951,0;1,29;40,87
07/07/2022;15,1;não;21,65;não;28,2;não;0,0;não;17;19;27,0;não;73,0;não;3,21;6,93;1,0;183,0;22:00:00;7,1;12,6;944,7;949,0;1,38;42,16
06/07/2022;14,4;não;20,15;não;25,9;não;0,0;não;16;18;34,0;não;73,0;não;2,51;5,96;0,3;105,0;22:00:00;8,7;14,4;944,1;951,0;1,11;43,54
05/07/2022;15,2;não;20,7;não;26,2;não;0,0;não;15;17;30,0;não;77,0;não;2,52;6,71;1,2;182,0;23:00:00;6,8;12,7;943,1;949,7;1,14;44,65
04/07/2022;15,2;não;21,25;não;27,3;não;0,0;não;14;16;33,0;não;81,0;não;2,88;6,58;1,0;197,0;23:00:00;8,7;14,1;946,8;950,9;1,33;45,79
03/07/2022;15,6;não;21,95;não;28,3;não;0,0;não;13;15;37,0;não;82,0;não;3,18;6,69;0,7;153,0;23:00:00;11,2;15,6;947,3;951,4;1,53;47,12
02/07/2022;15,0;não;21,55;não;28,1;não;0,0;não;12;14;36,0;não;78,0;não;3,17;6,5;0,1;60,0;22:00:00;10,8;15,1;944,7;948,2;1,56;48,65
01/07/2022;11,6;não;18,75;não;25,9;não;0,0;não;11;13;34,0;não;83,0;não;2,81;6,77;1,0;86,0;22:00:00;8,2;13,3;943,6;947,6;1,43;50,21
30/06/2022;13,1;não;19,2;não;25,3;não;0,0;não;10;12;33,0;não;99,0;não;2,45;6,48;0,5;143,0;23:00:00;6,9;15,7;944,8;947,6;1,28;51,64
29/06/2022;14,2;não;20,35;não;26,5;não;0,0;não;9;11;45,0;não;97,0;não;2,72;6,72;1,0;257,0;23:00:00;13,0;15,6;943,4;946,4;1,46;52,92
28/06/2022;13,1;não;19,4;não;25,7;não;0,0;não;8;10;49,0;não;98,0;não;2,58;6,64;0,4;253,0;22:00:00;12,7;14,9;943,4;954,6;1,43;54,38
27/06/2022;11,8;não;18,0;não;24,2;não;0,0;não;7;9;50,0;não;98,0;não;2,25;6,62;0,5;135,0;23:00:00;11,5;15,7;944,6;949,0;1,27;55,81
26/06/2022;14,2;não;18,35;não;22,5;não;0,0;não;6;8;54,0;não;94,0;não;1,6;6,92;2,1;132,0;23:00:00;12,2;15,3;945,6;949,9;0,92;57,08
25/06/2022;14,5;não;21,05;não;27,6;não;0,0;não;5;7;34,0;não;82,0;não;3,05;6,63;1,3;103,0;23:00:00;9,9;15,5;945,6;949,3;1,79;58,0
24/06/2022;15,2;não;21,15;não;27,1;não;0,0;não;4;6;31,0;não;74,0;não;2,8;6,69;0,9;216,0;22:00:00;8,1;14,4;945,4;948,6;1,7;59,79
23/06/2022;15,7;não;21,75;não;27,8;não;0,0;não;3;5;33,0;não;82,0;não;2,98;6,5;0,0;330,0;21:00:00;9,8;14,5;944,0;948,2;1,86;61,49
22/06/2022;15,8;não;21,7;não;27,6;não;0,0;não;2;4;38,0;não;90,0;não;2,9;6,28;0,8;42,0;23:00:00;11,8;15,9;942,8;946,4;1,86;63,35
21/06/2022;14,5;não;20,9;não;27,3;não;0,0;não;1;3;47,0;não;99,0;não;2,94;6,4;0,7;43,0;23:00:00;13,7;17,2;942,9;947,1;1,95;65,21
20/06/2022;14,3;não;18,5;não;22,7;não;1,0;não;0;2;67,0;não;100,0;não;1,64;5,08;1,6;97,0;23:00:00;13,3;18,2;945,2;949,3;1,43;67,16
19/06/2022;13,7;não;17,8;não;21,9;não;0,0;não;1;1;55,0;não;100,0;não;1,5;4,15;0,6;106,0;23:00:00;12,3;15,4;946,0;949,5;1,02;67,59
18/06/2022;15,2;não;19,0;não;22,8;não;16,6;não;0;0;59,0;não;100,0;não;1,59;4,69;1,3;251,0;23:00:00;12,1;18,7;941,4;946,3;1,59;68,61
17/06/2022;15,0;não;21,7;não;28,4;não;0,0;não;7;16;25,0;não;80,0;não;3,28;6,7;4,5;219,0;23:00:00;6,3;16,3;939,0;944,2;1,78;53,6
16/06/2022;13,1;não;20,0;não;26,9;não;0,0;não;6;15;37,0;não;85,0;não;2,97;6,76;0,9;109,0;23:00:00;10,1;14,4;943,3;947,6;1,67;55,38
15/06/2022;11,4;não;17,35;não;23,3;não;0,0;não;5;14;49,0;não;94,0;não;2,04;6,19;1,0;129,0;23:00:00;9,0;14,1;945,3;949,7;1,18;57,05
14/06/2022;9,1;não;14,9;não;20,7;não;0,0;não;4;13;36,0;não;98,0;não;1,58;7,67;1,3;110,0;23:00:00;4,8;10,4;946,3;953,0;0,93;58,23
13/06/2022;6,9;não;13,35;não;19,8;não;0,0;não;3;12;39,0;não;84,0;não;1,54;7,06;0,5;85,0;22:00:00;1,5;9,5;946,9;949,7;0,91;59,16
12/06/2022;7,2;não;13,6;não;20,0;não;0,0;não;2;11;23,0;não;99,0;não;1,56;7,38;1,3;227,0;23:00:00;-2,8;12,8;944,9;948,5;0,95;60,07
11/06/2022;12,7;não;16,75;não;20,8;não;0,0;não;1;10;57,0;não;100,0;não;1,34;6,85;0,8;240,0;23:00:00;11,4;16,5;944,3;947,7;0,82;61,02
10/06/2022;15,6;não;19,15;não;22,7;não;5,6;não;0;9;68,0;não;100,0;não;1,54;4,58;2,7;211,0;23:00:00;15,4;19,8;942,5;945,6;1,54;61,84
09/06/2022;15,8;não;18,75;não;21,7;não;0,0;não;7;8;74,0;não;98,0;não;1,31;5,79;0,1;35,0;23:00:00;14,2;18,1;941,9;952,2;0,76;57,78
08/06/2022;16,2;não;20,85;não;25,5;não;0,0;não;6;7;59,0;não;100,0;não;2,21;7,54;1,2;119,0;23:00:00;16,2;18,6;940,8;944,2;1,31;58,54
07/06/2022;15,3;não;21,3;não;27,3;não;0,0;não;5;6;45,0;não;96,0;não;2,87;7,22;1,2;168,0;23:00:00;13,4;17,7;939,1;944,0;1,74;59,85
06/06/2022;15,1;não;20,7;não;26,3;não;0,0;não;4;5;51,0;não;98,0;não;2,57;7,49;0,0;346,0;23:00:00;14,6;16,8;942,2;945,7;1,6;61,59
05/06/2022;13,6;não;19,4;não;25,2;não;0,0;não;3;4;53,0;não;98,0;não;2,38;7,01;0,3;144,0;23:00:00;12,7;17,9;944,8;948,4;1,52;63,19
04/06/2022;13,6;não;18,2;não;22,8;não;0,0;não;2;3;55,0;não;95,0;não;1,73;7,19;0,8;98,0;20:00:00;12,3;15,3;945,9;949,2;1,13;64,71
03/06/2022;16,0;não;18,6;não;21,2;não;0,0;não;1;2;73,0;não;100,0;não;1,2;5,64;1,2;131,0;23:00:00;15,1;18,2;943,4;947,7;0,8;65,84
02/06/2022;17,6;não;23,0;não;28,4;não;7,6;não;0;1;45,0;não;100,0;não;3,0;6,51;1,0;116,0;23:00:00;14,7;20,1;940,5;944,2;3,0;66,64
01/06/2022;15,5;não;20,2;não;24,9;não;38,6;não;0;0;;não;;não;2,12;5,76;0,8;120,0;23:00:00;;;940,8;946,9;2,12;62,04
31/05/2022;17,4;não;18,6;não;19,8;não;13,4;não;0;0;;não;;não;0,87;3,57;1,1;98,0;22:00:00;;;940,7;944,2;0,87;25,56
30/05/2022;17,0;não;22,65;não;28,3;não;0,2;não;15;15;46,0;não;91,0;não;3,04;7,86;8,2;202,0;23:00:00;13,2;19,5;938,5;942,8;0,57;13,03
29/05/2022;15,4;não;21,9;não;28,4;não;0,0;não;14;14;37,0;não;75,0;não;3,27;7,76;0,8;344,0;23:00:00;10,9;14,2;939,4;944,2;0,45;13,4
28/05/2022;15,3;não;21,45;não;27,6;não;0,0;não;13;13;35,0;não;82,0;não;3,0;8,05;0,5;332,0;23:00:00;10,4;14,0;941,7;947,0;0,42;13,85
27/05/2022;13,2;não;20,15;não;27,1;não;0,0;não;12;12;39,0;não;80,0;não;3,07;8,48;0,5;36,0;23:00:00;9,5;14,0;944,8;949,4;0,44;14,27
26/05/2022;14,1;não;19,75;não;25,4;não;0,0;não;11;11;36,0;não;79,0;não;2,42;9,65;0,5;168,0;22:00:00;8,8;14,1;947,2;951,3;0,36;14,71
25/05/2022;14,4;não;20,6;não;26,8;não;0,0;não;10;10;30,0;não;77,0;não;2,84;8,73;0,6;103,0;23:00:00;7,1;12,6;944,7;951,3;0,44;15,07
24/05/2022;13,5;não;20,25;não;27,0;não;0,0;não;9;9;33,0;não;79,0;não;3,01;8,83;0,6;117,0;23:00:00;8,1;14,0;945,9;949,5;0,47;15,51
23/05/2022;12,0;não;19,05;não;26,1;não;0,0;não;8;8;26,0;não;87,0;não;2,88;7,5;0,5;134,0;22:00:00;5,0;11,9;945,1;948,7;0,47;15,98
22/05/2022;9,6;não;16,9;não;24,2;não;0,0;não;7;7;29,0;não;93,0;não;2,53;9,15;1,1;70,0;23:00:00;4,7;10,8;946,1;949,9;0,42;16,45
21/05/2022;8,3;não;15,35;não;22,4;não;0,0;não;6;6;32,0;não;82,0;não;2,12;8,91;0,7;141,0;23:00:00;4,0;10,1;947,6;951,1;0,36;16,87
20/05/2022;6,5;não;12,95;não;19,4;não;0,0;não;5;5;33,0;não;97,0;não;1,51;8,86;0,3;177,0;23:00:00;2,3;8,8;946,1;950,1;0,26;17,23
19/05/2022;5,3;não;12,15;não;19,0;não;0,0;não;4;4;45,0;não;98,0;não;1,52;8,59;1,2;222,0;23:00:00;4,9;8,5;942,3;947,3;0,27;17,49
18/05/2022;5,5;não;8,9;não;12,3;não;0,0;não;3;3;62,0;não;89,0;não;0,41;7,06;1,4;264,0;22:00:00;3,1;6,6;943,3;945,9;0,08;17,76
17/05/2022;8,0;não;12,45;não;16,9;não;0,0;não;2;2;33,0;não;94,0;não;0,92;9,57;2,0;256,0;23:00:00;0,3;12,4;943,2;947,4;0,16;17,84
16/05/2022;15,8;não;19,55;não;23,3;não;0,0;não;1;1;55,0;não;98,0;não;1,71;7,22;2,4;247,0;23:00:00;12,3;18,1;942,1;945,6;0,31;18,0
15/05/2022;17,1;não;19,8;não;22,5;não;10,8;não;0;0;67,0;não;98,0;não;1,43;5,87;0,8;135,0;23:00:00;14,7;19,1;940,3;944,3;1,43;18,31
14/05/2022;14,7;não;21,1;não;27,5;não;0,0;não;3;64;41,0;não;97,0;não;3,1;9,24;0,4;108,0;23:00:00;12,6;17,3;940,8;952,5;0,28;8,94
13/05/2022;14,3;não;20,25;não;26,2;não;0,0;não;2;63;46,0;não;97,0;não;2,7;9,42;0,5;177,0;23:00:00;13,6;17,3;943,6;947,2;0,25;9,22
12/05/2022;15,2;não;20,0;não;24,8;não;0,0;não;1;62;53,0;não;98,0;não;2,18;5,57;0,4;130,0;23:00:00;14,0;18,9;941,9;946,9;0,21;9,47
11/05/2022;17,3;não;21,35;não;25,4;não;3,8;não;0;61;63,0;não;98,0;não;2,16;7,26;0,4;239,0;23:00:00;15,9;19,6;941,3;944,8;2,16;9,68
10/05/2022;15,5;não;21,6;não;27,7;não;0,0;não;6;60;47,0;não;93,0;não;3,09;10,28;0,5;162,0;23:00:00;14,1;18,3;942,3;946,8;0,25;8,04
09/05/2022;15,7;não;21,65;não;27,6;não;0,0;não;5;59;53,0;não;92,0;não;3,04;9,64;1,4;91,0;23:00:00;14,1;18,2;944,4;948,3;0,26;8,29
08/05/2022;13,9;não;20,1;não;26,3;não;0,0;não;4;58;56,0;não;92,0;não;2,8;10,0;1,6;99,0;23:00:00;12,6;17,2;944,4;948,3;0,24;8,55
07/05/2022;12,1;não;19,05;não;26,0;não;0,0;não;3;57;39,0;não;94,0;não;2,91;10,18;2,0;138,0;23:00:00;10,0;15,5;945,5;949,4;0,26;8,79
06/05/2022;13,3;não;19,05;não;24,8;não;0,0;não;2;56;46,0;não;98,0;não;2,39;10,04;1,9;141,0;23:00:00;11,9;15,1;945,7;948,8;0,22;9,05
05/05/2022;11,1;não;16,1;não;21,1;não;0,0;não;1;55;58,0;não;98,0;não;1,59;5,59;1,2;197,0;23:00:00;10,4;14,4;935,3;947,5;0,15;9,27
04/05/2022;13,2;não;19,15;não;25,1;não;4,4;não;0;54;49,0;não;97,0;não;2,51;6,43;1,4;254,0;23:00:00;10,1;19,2;939,6;943,3;2,51;9,42
03/05/2022;19,0;não;25,15;não;31,3;não;0,0;não;6;53;31,0;não;83,0;não;4,69;10,17;0,9;327,0;23:00:00;11,4;17,8;939,3;942,8;0,36;7,53
02/05/2022;19,9;não;25,55;não;31,2;não;0,0;não;5;52;34,0;não;88,0;não;4,56;10,36;0,7;226,0;23:00:00;13,4;18,7;941,3;945,0;0,37;7,89
01/05/2022;18,3;não;21,95;não;25,6;não;0,0;não;4;51;64,0;não;94,0;não;2,16;4,32;0,7;184,0;23:00:00;17,2;20,3;941,5;952,6;0,18;8,26
30/04/2022;17,9;não;23,0;não;28,1;não;0,0;não;3;50;53,0;não;91,0;não;3,01;11,33;1,5;102,0;23:00:00;16,3;19,0;942,9;947,8;0,26;8,44
29/04/2022;19,0;não;24,9;não;30,8;não;0,0;não;2;49;44,0;não;88,0;não;3,91;12,23;2,0;120,0;23:00:00;16,0;19,8;944,1;947,4;0,35;8,7
28/04/2022;19,3;não;25,5;não;31,7;não;0,0;não;1;48;37,0;não;87,0;não;4,79;12,57;0,6;172,0;23:00:00;14,5;18,3;943,2;946,5;0,44;9,05
27/04/2022;19,0;sim;24,5;sim;30,0;sim;2,6;não;0;47;;não;;não;3,6;11,07;0,5;130,0;23:00:00;;;;;2,7;9,49
26/04/2022;21,0;não;25,95;não;30,9;não;0,0;não;13;46;46,0;não;85,0;não;3,7;12,05;0,0;15,0;20:00:00;17,2;21,4;942,1;946,0;0,36;9,59
25/04/2022;19,3;não;25,2;não;31,1;não;0,0;não;12;45;37,0;não;86,0;não;4,6;13,09;1,0;273,0;19:00:00;14,3;18,4;942,7;946,9;0,47;9,95
24/04/2022;18,9;não;24,55;não;30,2;não;0,0;não;11;44;42,0;não;85,0;não;3,72;13,48;0,8;337,0;19:00:00;15,3;18,6;943,9;947,3;0,39;10,42
23/04/2022;17,9;não;21,1;não;24,3;não;0,2;não;10;43;59,0;não;93,0;não;1,87;6,94;1,5;170,0;20:00:00;14,7;18,2;939,5;942,0;0,38;10,81
22/04/2022;19,1;não;24,75;não;30,4;não;0,0;não;9;42;31,0;não;78,0;não;3,79;14,0;1,1;244,0;20:00:00;11,1;17,0;937,1;941,2;0,43;10,99
21/04/2022;17,5;não;23,15;não;28,8;não;0,0;não;8;41;38,0;não;86,0;não;3,37;14,62;1,0;108,0;20:00:00;12,7;16,9;940,4;945,2;0,39;11,42
20/04/2022;17,7;não;23,4;não;29,1;não;0,0;não;7;40;36,0;não;87,0;não;3,47;14,93;0,3;80,0;20:00:00;11,9;17,5;942,8;946,5;0,42;11,81
19/04/2022;17,4;não;23,05;não;28,7;não;0,0;não;6;39;44,0;não;83,0;não;3,36;14,89;1,3;103,0;20:00:00;14,4;18,5;942,8;946,1;0,42;12,23
18/04/2022;15,9;não;21,25;não;26,6;não;0,0;não;5;38;44,0;não;78,0;não;2,79;15,45;0,1;324,0;20:00:00;12,0;15,0;943,1;946,4;0,35;12,65
17/04/2022;17,5;não;21,45;não;25,4;não;0,0;não;4;37;38,0;não;79,0;não;2,24;12,66;0,6;6,0;17:00:00;9,7;14,6;944,0;946,8;0,3;13,0
16/04/2022;13,5;não;19,05;não;24,6;não;0,0;não;3;36;38,0;não;84,0;não;2,41;16,54;0,6;17,0;20:00:00;9,0;12,6;943,4;946,4;0,32;13,3
15/04/2022;16,2;não;20,8;não;25,4;não;0,0;não;2;35;37,0;não;80,0;não;2,38;16,39;1,2;67,0;20:00:00;8,9;13,7;941,5;944,1;0,33;13,62
14/04/2022;19,0;não;23,35;não;27,7;não;0,0;não;1;34;57,0;não;98,0;não;2,83;10,95;1,6;125,0;20:00:00;18,1;20,7;938,7;941,9;0,4;13,95
13/04/2022;20,1;não;21,9;não;23,7;não;6,0;não;0;33;79,0;não;98,0;não;1,57;3,28;1,4;90,0;20:00:00;18,7;21,6;938,1;941,2;1,57;14,35
12/04/2022;21,2;não;25,4;não;29,6;não;0,0;não;24;32;58,0;não;95,0;não;3,27;11,27;0,3;167,0;20:00:00;19,9;22,1;937,3;941,9;0,33;9,92
11/04/2022;19,9;não;25,2;não;30,5;não;0,0;não;23;31;45,0;não;84,0;não;3,8;15,7;0,0;15,0;20:00:00;16,9;21,2;937,9;942,3;0,39;10,25
10/04/2022;21,6;não;26,45;não;31,3;não;0,0;não;22;30;44,0;não;87,0;não;3,91;15,88;1,0;71,0;20:00:00;17,1;20,8;939,2;943,2;0,43;10,64
09/04/2022;20,5;não;26,15;não;31,8;não;0,0;não;21;29;49,0;não;95,0;não;4,69;14,51;1,8;128,0;20:00:00;19,6;21,7;939,5;943,9;0,53;11,07
08/04/2022;19,1;não;25,35;não;31,6;não;0,0;não;20;28;53,0;não;89,0;não;4,78;13,79;1,0;151,0;20:00:00;17,1;21,9;939,8;943,9;0,57;11,6
07/04/2022;20,1;não;25,1;não;30,1;não;0,0;não;19;27;44,0;não;83,0;não;3,64;17,7;0,8;318,0;20:00:00;16,2;18,6;940,2;944,4;0,45;12,17
06/04/2022;20,8;não;25,4;não;30,0;não;0,0;não;18;26;50,0;não;85,0;não;3,52;17,89;0,3;357,0;20:00:00;17,8;19,7;941,7;945,5;0,45;12,62
05/04/2022;21,6;não;26,85;não;32,1;não;0,0;não;17;25;48,0;não;86,0;não;4,67;14,5;1,1;75,0;20:00:00;18,9;22,8;941,0;944,9;0,63;13,07
04/04/2022;21,8;não;26,8;não;31,8;não;0,0;não;16;24;48,0;não;89,0;não;4,15;16,43;0,7;173,0;20:00:00;19,2;21,8;940,8;944,6;0,58;13,7
03/04/2022;20,5;não;25,45;não;30,4;não;0,0;não;15;23;51,0;não;83,0;não;3,74;16,73;1,1;354,0;18:00:00;17,6;20,4;942,6;946,2;0,54;14,28
02/04/2022;19,7;não;23,75;não;27,8;não;0,0;não;14;22;59,0;não;84,0;não;2,86;16,53;1,5;351,0;20:00:00;16,8;19,8;944,6;947,6;0,43;14,82
01/04/2022;19,7;não;21,15;não;22,6;não;0,0;não;13;21;72,0;não;86,0;não;1,38;6,93;1,7;7,0;20:00:00;16,7;18,7;944,7;947,4;0,21;15,25
31/03/2022;21,5;não;25,85;não;30,2;não;0,0;não;12;20;54,0;não;86,0;não;3,55;16,09;1,3;349,0;18:00:00;18,8;20,8;939,7;943,1;0,56;15,46
30/03/2022;22,8;não;27,4;não;32,0;não;0,0;não;11;19;49,0;não;86,0;não;4,13;12,97;1,5;290,0;20:00:00;19,3;21,5;937,7;942,7;0,68;16,02
29/03/2022;20,4;não;25,95;não;31,5;não;0,0;não;10;18;41,0;não;94,0;não;4,61;17,24;0,5;40,0;18:00:00;16,0;20,5;940,9;945,0;0,79;16,7
28/03/2022;21,0;não;25,6;não;30,2;não;0,0;não;9;17;50,0;não;98,0;não;3,64;17,44;0,0;321,0;20:00:00;18,2;21,9;941,4;946,0;0,64;17,49
27/03/2022;22,8;não;24,3;não;25,8;não;0,0;não;8;16;80,0;não;96,0;não;1,94;2,56;0,0;9,0;17:00:00;21,9;23,0;942,7;943,9;0,36;18,13
26/03/2022;20,6;não;24,7;não;28,8;não;0,0;não;7;15;61,0;não;98,0;não;3,16;12,23;0,7;109,0;20:00:00;19,0;22,3;938,5;942,3;0,59;18,49
25/03/2022;21,1;não;24,75;não;28,4;não;0,0;não;6;14;63,0;não;96,0;não;2,95;10,55;2,1;125,0;19:00:00;20,0;22,3;939,4;942,1;0,57;19,08
24/03/2022;22,8;não;27,4;não;32,0;não;0,0;não;5;13;44,0;não;74,0;não;4,18;18,83;2,2;196,0;19:00:00;17,4;19,7;939,2;943,9;0,84;19,65
23/03/2022;19,4;não;24,85;não;30,3;não;0,0;não;4;12;43,0;não;86,0;não;3,94;18,38;0,7;246,0;20:00:00;16,0;18,7;940,8;945,5;0,83;20,49
22/03/2022;19,0;não;24,25;não;29,5;não;0,0;não;3;11;43,0;não;74,0;não;3,67;19,87;2,0;283,0;19:00:00;14,1;17,1;943,0;947,2;0,79;21,32
21/03/2022;18,7;não;23,2;não;27,7;não;0,0;não;2;10;51,0;não;79,0;não;3,02;17,95;2,7;333,0;20:00:00;14,1;17,6;943,8;946,6;0,68;22,11
20/03/2022;22,2;não;23,95;não;25,7;não;0,0;não;1;9;66,0;não;84,0;não;1,99;8,85;1,9;1,0;20:00:00;18,1;19,7;943,4;945,4;0,46;22,79
19/03/2022;23,3;não;27,05;não;30,8;não;5,0;não;0;8;58,0;não;97,0;não;3,64;8,62;2,1;57,0;18:00:00;21,1;23,8;940,3;943,8;3,64;23,25
18/03/2022;24,2;não;28,85;não;33,5;não;0,0;não;4;7;44,0;não;85,0;não;4,84;18,99;0,9;273,0;20:00:00;18,7;22,8;940,2;945,3;1,09;21,89
