0	22	36
7	38	60
14	80	118
21	91	171
28	153	244
35	231	384
42	301	532
49	297	598
56	302	599
63	361	663
70	393	754
77	285	678
84	198	483
91	141	339
98	93	234
105	97	190
112	75	172
119	65	140
126	55	120
133	50	105
140	45	95
147	38	83
154	41	79
161	42	83
168	35	77
175	22	57
182	32	54
189	21	53
196	15	36
203	10	25
210	10	20
217	4	14
224	5	9
231	4	9
238	1	5
245	7	8
252	6	13
259	13	19
266	5	18
273	8	13
280	11	19
287	20	31
294	15	35
301	12	27
308	17	29
315	0	17
